date,open,high,low,close,volume
2012-05-15,20.052,20.115,19.705,19.756,476336000
2012-05-16,19.788,19.889,19.323,19.503,560896000
2012-05-17,19.475,19.554,18.933,18.933,717220000
2012-05-18,19.07,19.407,18.649,18.942,732292400
2012-05-21,19.089,20.055,19.073,20.046,631106000
2012-05-22,20.341,20.496,19.735,19.892,694870400
2012-05-23,19.911,20.457,19.758,20.377,584897600
2012-05-24,20.567,20.589,20.044,20.19,496230000
2012-05-25,20.164,20.209,19.945,20.082,328507200
2012-05-29,20.389,20.5,20.19,20.438,380508800
2012-05-30,20.329,20.714,20.234,20.685,529429600
2012-05-31,20.741,20.768,20.409,20.633,491674400
2012-06-01,20.327,20.452,20.019,20.035,520987600
2012-06-04,20.054,20.268,19.589,20.153,556995600
2012-06-05,20.045,20.231,19.94,20.101,388214400
2012-06-06,20.278,20.495,20.196,20.409,401455600
2012-06-07,20.618,20.619,20.375,20.419,379766800
2012-06-08,20.414,20.735,20.321,20.726,347516400
2012-06-11,20.99,21.018,20.38,20.399,591264800
2012-06-12,20.516,20.594,20.239,20.577,435380400
2012-06-13,20.519,20.66,20.371,20.434,293580000
2012-06-14,20.401,20.482,20.259,20.412,345573200
2012-06-15,20.393,20.522,20.341,20.505,335255200
2012-06-18,20.391,20.996,20.37,20.921,440412000
2012-06-19,20.836,21.071,20.825,20.979,361404400
2012-06-20,21.007,21.045,20.743,20.919,358943200
2012-06-21,20.909,21.008,20.623,20.631,326351200
2012-06-22,20.68,20.792,20.551,20.789,284471600
2012-06-25,20.618,20.707,20.37,20.385,304382400
2012-06-26,20.405,20.517,20.262,20.43,276536400
2012-06-27,20.536,20.598,20.426,20.518,202997200
2012-06-28,20.417,20.5,20.2,20.323,282836400
2012-06-29,20.643,20.857,20.509,20.857,421500800
2012-07-02,20.883,21.195,20.843,21.161,400092000
2012-07-03,21.246,21.429,21.214,21.407,241712800
2012-07-05,21.449,21.941,21.416,21.784,484383200
2012-07-06,21.682,21.73,21.485,21.639,418930400
2012-07-09,21.618,21.925,21.575,21.925,379405600
2012-07-10,22.07,22.138,21.618,21.722,511957600
2012-07-11,21.647,21.702,21.329,21.587,469322000
2012-07-12,21.437,21.552,21.167,21.389,428041600
2012-07-13,21.534,21.685,21.429,21.606,311427200
2012-07-16,21.611,21.844,21.608,21.675,301260400
2012-07-17,21.814,21.839,21.541,21.676,293624800
2012-07-18,21.664,21.726,21.556,21.652,252700000
2012-07-19,21.831,21.977,21.643,21.94,436861600
2012-07-20,21.894,21.944,21.561,21.582,397471200
2012-07-23,21.229,21.639,20.99,21.565,487975600
2012-07-24,21.692,21.774,21.375,21.461,565132400
2012-07-25,20.516,20.743,20.357,20.535,877312800
2012-07-26,20.706,20.729,20.37,20.531,406632800
2012-07-27,20.536,20.923,20.414,20.899,403936400
2012-07-30,21.104,21.409,20.994,21.251,379142400
2012-07-31,21.544,21.846,21.526,21.813,462327600
2012-08-01,21.997,22.014,21.536,21.672,384501600
2012-08-02,21.53,21.81,21.438,21.707,332158400
2012-08-03,21.915,22.071,21.841,21.989,344920800
2012-08-06,22.046,22.317,21.974,22.234,302103200
2012-08-07,22.242,22.321,22.073,22.175,290446800
2012-08-08,22.121,22.281,22.039,22.138,244706000
2012-08-09,22.066,22.205,22.064,22.169,221642400
2012-08-10,22.097,22.206,22.096,22.204,194938800
2012-08-13,22.264,22.5,22.259,22.5,278832400
2012-08-14,22.567,22.808,22.507,22.56,340169200
2012-08-15,22.546,22.643,22.42,22.53,257342400
2012-08-16,22.543,22.741,22.518,22.726,254534000
2012-08-17,22.857,23.15,22.815,23.147,442761200
2012-08-20,23.215,23.755,23.211,23.755,613384800
2012-08-21,23.958,24.103,23.226,23.431,812719600
2012-08-22,23.372,23.893,23.147,23.888,565322800
2012-08-23,23.79,23.925,23.612,23.665,420128800
2012-08-24,23.554,23.91,23.413,23.686,437340400
2012-08-27,24.285,24.317,24.055,24.131,427008400
2012-08-28,24.106,24.146,23.952,24.1,267416800
2012-08-29,24.116,24.202,24.021,24.052,202806800
2012-08-30,23.951,23.984,23.673,23.71,302699600
2012-08-31,23.83,23.879,23.473,23.759,338321200
2012-09-04,23.777,24.112,23.732,24.106,367892000
2012-09-05,24.128,24.155,23.914,23.937,336375200
2012-09-06,24.042,24.225,23.957,24.153,391196400
2012-09-07,24.216,24.374,24.135,24.301,329666400
2012-09-10,24.302,24.403,23.646,23.669,487998000
2012-09-11,23.754,23.932,23.446,23.593,503983200
2012-09-12,23.816,23.925,23.429,23.921,712233200
2012-09-13,24.192,24.482,24.099,24.392,598360000
2012-09-14,24.641,24.892,24.567,24.689,600474000
2012-09-17,24.977,24.993,24.808,24.992,398031200
2012-09-18,24.996,25.083,24.872,25.068,373503200
2012-09-19,25.009,25.142,24.985,25.075,326874800
2012-09-20,24.97,25.002,24.772,24.954,336568400
2012-09-21,25.086,25.181,24.977,25.003,571589200
2012-09-24,24.531,24.826,24.393,24.671,639766400
2012-09-25,24.581,24.742,24.036,24.055,518789600
2012-09-26,23.884,24.025,23.614,23.756,576503200
2012-09-27,23.725,24.363,23.584,24.333,594090000
2012-09-28,24.241,24.325,23.812,23.825,535110800
2012-10-01,23.97,24.17,23.446,23.55,543594800
2012-10-02,23.636,23.798,23.237,23.618,627992400
2012-10-03,23.745,23.995,23.665,23.98,424281200
2012-10-04,23.973,24.08,23.77,23.814,370725600
2012-10-05,23.757,23.786,23.26,23.307,594006000
2012-10-08,23.103,23.127,22.718,22.792,637994000
2012-10-09,22.809,22.875,22.27,22.709,838597200
2012-10-10,22.848,23.035,22.75,22.89,510356000
2012-10-11,23.089,23.114,22.432,22.432,546081200
2012-10-12,22.484,22.692,22.332,22.49,460014800
2012-10-15,22.584,22.683,22.28,22.67,432502000
2012-10-16,22.692,23.225,22.536,23.207,549771600
2012-10-17,23.174,23.314,23.0,23.022,389037600
2012-10-18,22.843,22.931,22.5,22.594,476624400
2012-10-19,22.538,22.563,21.772,21.78,744086000
2012-10-22,21.872,22.692,21.813,22.644,546730800
2012-10-23,22.536,22.639,21.846,21.906,707145600
2012-10-24,22.194,22.377,21.809,22.03,558527200
2012-10-25,22.143,22.214,21.627,21.769,656325600
2012-10-26,21.765,21.929,21.107,21.571,1018432800
2012-10-31,21.246,21.499,20.989,21.261,510003200
2012-11-01,21.365,21.536,21.22,21.305,361298000
2012-11-02,21.282,21.32,20.527,20.6,599373600
2012-11-05,20.84,20.992,20.629,20.879,529135600
2012-11-06,21.08,21.098,20.718,20.816,374917200
2012-11-07,20.494,20.519,19.848,19.929,793648800
2012-11-08,20.022,20.08,19.118,19.205,1056146000
2012-11-09,19.301,19.817,19.061,19.538,929913600
2012-11-12,19.791,19.804,19.237,19.387,515802000
2012-11-13,19.247,19.66,19.156,19.389,532949200
2012-11-14,19.482,19.552,19.149,19.174,477170400
2012-11-15,19.198,19.268,18.665,18.772,789910800
2012-11-16,18.757,18.929,18.062,18.846,1266893600
2012-11-19,19.311,20.268,19.281,20.205,823317600
2012-11-20,20.425,20.427,19.806,20.032,642754000
2012-11-21,20.152,20.263,19.879,20.061,373002000
2012-11-23,20.256,20.429,20.093,20.411,272826400
2012-11-26,20.568,21.071,20.49,21.055,630579600
2012-11-27,21.055,21.086,20.718,20.885,533330000
2012-11-28,20.617,20.921,20.438,20.819,520864400
2012-11-29,21.079,21.223,20.902,21.049,514698800
2012-11-30,20.957,21.014,20.81,20.903,391319600
2012-12-03,21.202,21.235,20.911,20.935,364280000
2012-12-04,20.779,20.779,20.433,20.566,557068400
2012-12-05,20.318,20.33,19.242,19.243,1044638000
2012-12-06,18.891,19.761,18.522,19.544,1177212400
2012-12-07,19.764,19.829,18.929,19.045,787040800
2012-12-10,18.75,19.233,18.628,18.922,630484400
2012-12-11,19.278,19.627,19.192,19.335,592345600
2012-12-12,19.563,19.571,19.153,19.25,487144000
2012-12-13,18.97,19.201,18.779,18.917,625259600
2012-12-14,18.384,18.505,18.056,18.207,1009579200
2012-12-17,18.176,18.571,17.901,18.53,757607200
2012-12-18,18.75,19.104,18.58,19.068,625685200
2012-12-19,18.981,19.061,18.768,18.797,449369200
2012-12-20,18.929,18.936,18.531,18.633,481689600
2012-12-21,18.302,18.56,18.223,18.548,596268400
2012-12-24,18.584,18.723,18.525,18.577,175753200
2012-12-26,18.536,18.552,18.254,18.321,302436400
2012-12-27,18.341,18.438,18.024,18.395,455120400
2012-12-28,18.225,18.374,18.147,18.2,354278400
2012-12-31,18.233,19.121,18.179,19.006,659492400
2013-01-02,19.779,19.821,19.344,19.608,560518000
2013-01-03,19.567,19.631,19.321,19.361,352965200
2013-01-04,19.177,19.237,18.78,18.821,594333600
2013-01-07,18.643,18.904,18.4,18.711,484156400
2013-01-08,18.9,18.996,18.616,18.761,458707200
2013-01-09,18.661,18.75,18.428,18.468,407604400
2013-01-10,18.877,18.883,18.411,18.697,601146000
2013-01-11,18.607,18.761,18.536,18.582,350506800
2013-01-14,17.953,18.125,17.804,17.92,734207600
2013-01-15,17.796,17.821,17.264,17.354,876772400
2013-01-16,17.666,18.194,17.589,18.075,690804800
2013-01-17,18.225,18.241,17.93,17.953,453678400
2013-01-18,17.804,17.936,17.729,17.857,472922800
2013-01-22,18.02,18.139,17.737,18.028,461546400
2013-01-23,18.172,18.392,18.028,18.358,861509600
2013-01-24,16.429,16.633,16.08,16.089,1460852400
2013-01-25,16.132,16.294,15.536,15.71,1208026400
2013-01-28,15.637,16.186,15.566,16.065,785517600
2013-01-29,16.375,16.436,16.147,16.367,571158000
2013-01-30,16.321,16.521,16.232,16.315,417155200
2013-01-31,16.321,16.403,16.249,16.267,319334400
2013-02-01,16.397,16.41,16.013,16.201,539484400
2013-02-04,16.211,16.284,15.786,15.797,477117200
2013-02-05,15.859,16.419,15.794,16.351,573347600
2013-02-06,16.302,16.661,16.164,16.334,593706400
2013-02-07,16.545,16.786,16.219,16.722,704580800
2013-02-08,16.929,17.1,16.723,16.964,633158400
2013-02-11,17.018,17.319,16.902,17.14,517490400
2013-02-12,17.125,17.228,16.705,16.711,609053200
2013-02-13,16.686,16.916,16.544,16.679,475207600
2013-02-14,16.59,16.844,16.572,16.664,355275200
2013-02-15,16.745,16.791,16.426,16.434,391745200
2013-02-19,16.468,16.526,16.209,16.428,435783600
2013-02-20,16.346,16.346,16.029,16.03,476302400
2013-02-21,15.929,16.042,15.815,15.931,447182400
2013-02-22,16.045,16.129,15.95,16.1,330654800
2013-02-25,16.209,16.254,15.806,15.814,372579200
2013-02-26,15.851,16.126,15.631,16.035,501499600
2013-02-27,16.015,16.159,15.738,15.877,587350400
2013-02-28,15.859,15.995,15.764,15.764,322515200
2013-03-01,15.643,15.649,15.356,15.374,552448400
2013-03-04,15.279,15.293,14.964,15.002,582755600
2013-03-05,15.053,15.542,15.027,15.398,638433600
2013-03-06,15.518,15.545,15.158,15.202,460250000
2013-03-07,15.161,15.429,15.038,15.378,468473600
2013-03-08,15.35,15.551,15.307,15.419,391482000
2013-03-11,15.348,15.679,15.184,15.638,474236000
2013-03-12,15.557,15.674,15.27,15.301,465911600
2013-03-13,15.302,15.518,15.191,15.298,405549200
2013-03-14,15.458,15.523,15.373,15.446,303875600
2013-03-15,15.64,15.865,15.616,15.845,643960800
2013-03-18,15.766,16.338,15.757,16.276,606197200
2013-03-19,16.411,16.463,16.018,16.232,526775200
2013-03-20,16.336,16.344,16.057,16.146,308660800
2013-03-21,16.079,16.356,16.075,16.169,383255600
2013-03-22,16.235,16.504,16.183,16.497,395105200
2013-03-25,16.596,16.784,16.492,16.556,501135600
2013-03-26,16.623,16.637,16.448,16.469,294294000
2013-03-27,16.302,16.314,16.097,16.146,331237200
2013-03-28,16.065,16.136,15.772,15.809,442839600
2013-04-01,15.782,15.846,15.276,15.318,389732000
2013-04-02,15.271,15.648,15.229,15.35,529519200
2013-04-03,15.406,15.617,15.368,15.428,363216000
2013-04-04,15.491,15.536,15.188,15.276,358447600
2013-04-05,15.161,15.177,14.989,15.114,383695200
2013-04-08,15.173,15.268,15.089,15.222,300829200
2013-04-09,15.227,15.304,15.098,15.249,306614000
2013-04-10,15.289,15.609,15.215,15.56,375928000
2013-04-11,15.49,15.642,15.4,15.512,328364400
2013-04-12,15.505,15.505,15.325,15.35,238613200
2013-04-15,15.25,15.282,14.984,14.995,317520000
2013-04-16,15.056,15.236,15.02,15.223,305771200
2013-04-17,15.01,15.021,14.218,14.386,945056000
2013-04-18,14.464,14.493,13.919,14.002,666299200
2013-04-19,13.856,14.271,13.754,13.948,609274400
2013-04-22,14.023,14.364,13.974,14.238,429920400
2013-04-23,14.428,14.585,14.243,14.505,664238400
2013-04-24,14.055,14.83,14.018,14.481,969651200
2013-04-25,14.687,14.784,14.536,14.585,384837600
2013-04-26,14.636,14.956,14.58,14.9,764097600
2013-04-29,15.016,15.486,15.0,15.361,640326400
2013-04-30,15.539,15.902,15.431,15.814,691538400
2013-05-01,15.874,15.89,15.514,15.689,506909200
2013-05-02,15.778,16.021,15.737,15.911,421828400
2013-05-03,16.118,16.187,16.041,16.071,361300800
2013-05-06,16.275,16.507,16.225,16.454,496641600
2013-05-07,16.606,16.634,16.204,16.381,483753200
2013-05-08,16.394,16.62,16.279,16.566,472598000
2013-05-09,16.422,16.536,16.271,16.313,398487600
2013-05-10,16.356,16.418,16.089,16.177,334852000
2013-05-13,16.125,16.354,16.125,16.241,316948800
2013-05-14,16.209,16.257,15.791,15.852,447118000
2013-05-15,15.684,15.75,15.084,15.316,741613600
2013-05-16,15.116,15.637,14.961,15.521,603204000
2013-05-17,15.68,15.717,15.393,15.474,427904400
2013-05-20,15.425,15.921,15.361,15.819,451578400
2013-05-21,15.648,15.91,15.507,15.702,456022000
2013-05-22,15.859,16.013,15.651,15.762,443038400
2013-05-23,15.57,15.934,15.564,15.791,353021200
2013-05-24,15.745,15.916,15.727,15.898,276166800
2013-05-28,16.068,16.111,15.745,15.766,386145200
2013-05-29,15.714,15.982,15.693,15.891,330576400
2013-05-30,15.916,16.232,15.875,16.128,353519600
2013-05-31,16.161,16.325,16.054,16.062,384302800
2013-06-03,16.097,16.156,15.803,16.097,372352400
2013-06-04,16.186,16.23,15.978,16.047,292728800
2013-06-05,15.916,16.097,15.847,15.897,290589600
2013-06-06,15.91,15.964,15.502,15.659,416934000
2013-06-07,15.589,15.83,15.456,15.779,404535600
2013-06-10,15.883,16.039,15.6,15.675,450153200
2013-06-11,15.562,15.813,15.476,15.629,286112400
2013-06-12,15.696,15.759,15.411,15.435,265227200
2013-06-13,15.446,15.612,15.312,15.57,285832400
2013-06-14,15.55,15.582,15.304,15.359,271866000
2013-06-17,15.409,15.561,15.37,15.429,259414400
2013-06-18,15.413,15.532,15.365,15.42,195025600
2013-06-19,15.407,15.416,15.107,15.107,310940000
2013-06-20,14.975,15.214,14.828,14.887,357310800
2013-06-21,14.946,15.0,14.575,14.768,481118400
2013-06-24,14.55,14.595,14.216,14.376,480746000
2013-06-25,14.489,14.564,14.244,14.38,314162800
2013-06-26,14.425,14.457,14.131,14.217,367724000
2013-06-27,14.259,14.335,14.055,14.064,337246000
2013-06-28,13.977,14.295,13.888,14.162,578516400
2013-07-01,14.382,14.724,14.329,14.615,391053600
2013-07-02,14.641,15.058,14.624,14.946,469865200
2013-07-03,15.031,15.106,14.909,15.029,240928800
2013-07-05,15.014,15.118,14.834,14.908,274024800
2013-07-08,15.004,15.036,14.666,14.823,298138400
2013-07-09,14.771,15.125,14.656,15.084,352584400
2013-07-10,14.986,15.171,14.938,15.026,281405600
2013-07-11,15.105,15.295,15.042,15.26,326292400
2013-07-12,15.273,15.35,15.122,15.233,279563200
2013-07-15,15.179,15.409,15.171,15.266,241917200
2013-07-16,15.233,15.382,15.149,15.364,216538000
2013-07-17,15.346,15.436,15.294,15.368,198990400
2013-07-18,15.478,15.531,15.379,15.42,218878800
2013-07-19,15.468,15.499,15.155,15.177,268721600
2013-07-22,15.338,15.348,15.195,15.225,207796400
2013-07-23,15.214,15.249,14.954,14.964,369395600
2013-07-24,15.676,15.878,15.545,15.733,591936800
2013-07-25,15.739,15.764,15.565,15.661,229493600
2013-07-26,15.546,15.751,15.512,15.75,200152400
2013-07-29,15.743,16.071,15.721,15.993,248057600
2013-07-30,16.07,16.327,16.044,16.19,309422400
2013-07-31,16.25,16.334,16.051,16.162,322957600
2013-08-01,16.277,16.314,16.188,16.31,206250800
2013-08-02,16.358,16.53,16.309,16.519,274783600
2013-08-05,16.596,16.81,16.505,16.766,318855600
2013-08-06,16.715,16.853,16.506,16.616,334857600
2013-08-07,16.564,16.679,16.492,16.606,298858000
2013-08-08,16.566,16.575,16.355,16.465,255777200
2013-08-09,16.38,16.445,16.202,16.23,266865200
2013-08-12,16.316,16.737,16.308,16.691,364434000
2013-08-13,16.819,17.666,16.716,17.485,881941200
2013-08-14,17.781,18.009,17.621,17.804,756372400
2013-08-15,17.729,17.943,17.467,17.782,490294000
2013-08-16,17.862,17.962,17.816,17.94,362306000
2013-08-19,18.012,18.348,18.0,18.134,510518400
2013-08-20,18.204,18.235,17.886,17.895,358688400
2013-08-21,17.985,18.112,17.9,17.941,335879600
2013-08-22,18.035,18.057,17.793,17.963,244207600
2013-08-23,17.974,17.977,17.834,17.894,222731600
2013-08-26,17.884,18.221,17.875,17.963,330965600
2013-08-27,17.786,17.947,17.368,17.45,424188800
2013-08-28,17.357,17.707,17.357,17.532,307608000
2013-08-29,17.559,17.732,17.54,17.561,239657600
2013-08-30,17.571,17.605,17.375,17.401,272297200
2013-09-03,17.611,17.879,17.405,17.449,331928800
2013-09-04,17.841,17.937,17.724,17.81,345032800
2013-09-05,17.866,17.881,17.63,17.688,236367600
2013-09-06,17.801,17.835,17.498,17.794,359525600
2013-09-09,18.036,18.14,17.981,18.077,340687200
2013-09-10,18.079,18.123,17.482,17.666,743195600
2013-09-11,16.679,16.917,16.6,16.704,898696400
2013-09-12,16.732,16.979,16.643,16.882,404051200
2013-09-13,16.762,16.851,16.596,16.604,298835600
2013-09-16,16.464,16.486,15.972,16.076,543706800
2013-09-17,15.999,16.418,15.982,16.261,399380800
2013-09-18,16.542,16.655,16.452,16.596,456862000
2013-09-19,16.811,16.994,16.759,16.868,404541200
2013-09-20,17.071,17.091,16.643,16.693,699302800
2013-09-23,17.718,17.747,17.236,17.523,762106800
2013-09-24,17.674,17.695,17.422,17.468,364344400
2013-09-25,17.471,17.487,17.194,17.198,316957200
2013-09-26,17.357,17.449,17.282,17.365,237221600
2013-09-27,17.278,17.31,17.169,17.241,228040400
2013-09-30,17.045,17.202,16.943,17.027,260156400
2013-10-01,17.087,17.469,17.085,17.427,353883600
2013-10-02,17.344,17.564,17.277,17.484,289184000
2013-10-03,17.518,17.584,17.169,17.265,322753200
2013-10-04,17.281,17.307,17.093,17.251,258868400
2013-10-07,17.377,17.595,17.334,17.42,312292400
2013-10-08,17.498,17.523,17.162,17.176,290917200
2013-10-09,17.309,17.421,17.081,17.378,301725200
2013-10-10,17.547,17.585,17.394,17.487,278602800
2013-10-11,17.392,17.637,17.327,17.6,267738800
2013-10-14,17.494,17.771,17.477,17.716,261898000
2013-10-15,17.768,17.929,17.697,17.81,320073600
2013-10-16,17.885,17.948,17.83,17.897,251101200
2013-10-17,17.856,18.028,17.846,18.018,253593200
2013-10-18,18.071,18.188,18.061,18.175,290542000
2013-10-21,18.278,18.725,18.269,18.62,398106800
2013-10-22,18.8,18.873,18.144,18.567,534063600
2013-10-23,18.536,18.774,18.536,18.749,313723200
2013-10-24,18.75,19.017,18.659,18.997,384764800
2013-10-25,18.976,19.044,18.754,18.784,337792000
2013-10-28,18.894,18.964,18.686,18.924,550440800
2013-10-29,19.153,19.259,18.376,18.453,635807200
2013-10-30,18.558,18.84,18.465,18.746,354163600
2013-10-31,18.75,18.839,18.617,18.668,275696400
2013-11-01,18.715,18.743,18.423,18.573,274890000
2013-11-04,18.611,18.815,18.529,18.812,244627600
2013-11-05,18.735,18.889,18.679,18.766,265213200
2013-11-06,18.72,18.745,18.507,18.604,223375600
2013-11-07,18.556,18.685,18.299,18.303,262620400
2013-11-08,18.378,18.612,18.307,18.591,279316800
2013-11-11,18.571,18.631,18.372,18.538,227452400
2013-11-12,18.488,18.711,18.464,18.572,204276800
2013-11-13,18.5,18.652,18.463,18.594,197220800
2013-11-14,18.672,18.903,18.638,18.863,282419200
2013-11-15,18.806,18.896,18.732,18.75,317920400
2013-11-18,18.75,18.828,18.507,18.522,244944000
2013-11-19,18.537,18.692,18.499,18.555,208938800
2013-11-20,18.544,18.586,18.369,18.393,193916800
2013-11-21,18.486,18.615,18.345,18.612,262026800
2013-11-22,18.554,18.649,18.519,18.564,223725600
2013-11-25,18.608,18.781,18.607,18.705,229311600
2013-11-26,18.719,19.148,18.714,19.05,401382800
2013-11-27,19.154,19.5,19.05,19.499,363448400
2013-11-29,19.624,19.94,19.565,19.86,318127600
2013-12-02,19.929,20.155,19.672,19.687,472544800
2013-12-03,19.939,20.228,19.917,20.226,450968000
2013-12-04,20.196,20.328,20.029,20.179,377809600
2013-12-05,20.452,20.541,20.229,20.282,447580000
2013-12-06,20.207,20.241,19.985,20.001,344352400
2013-12-09,20.032,20.342,20.032,20.23,320493600
2013-12-10,20.128,20.281,20.043,20.198,278269600
2013-12-11,20.25,20.392,19.989,20.049,359718800
2013-12-12,20.076,20.191,20.001,20.019,262290000
2013-12-13,20.102,20.103,19.774,19.801,332822000
2013-12-16,19.822,20.094,19.822,19.911,282592800
2013-12-17,19.85,19.98,19.764,19.821,229902400
2013-12-18,19.632,19.695,19.243,19.67,565863200
2013-12-19,19.625,19.643,19.419,19.445,320308800
2013-12-20,19.48,19.7,19.458,19.608,436413600
2013-12-23,20.286,20.383,20.099,20.36,501306400
2013-12-24,20.353,20.424,20.215,20.274,167554800
2013-12-26,20.289,20.339,20.121,20.139,204008000
2013-12-27,20.136,20.157,19.982,20.003,225884400
2013-12-30,19.909,20.003,19.726,19.804,253629600
2013-12-31,19.792,20.046,19.786,20.036,223084400
2014-01-02,19.846,19.894,19.715,19.755,234684800
2014-01-03,19.745,19.775,19.301,19.321,392467600
2014-01-06,19.195,19.529,19.057,19.426,412610800
2014-01-07,19.44,19.499,19.211,19.287,317209200
2014-01-08,19.243,19.484,19.239,19.409,258529600
2014-01-09,19.529,19.531,19.12,19.161,279148800
2014-01-10,19.28,19.314,18.968,19.034,304976000
2014-01-13,18.925,19.375,18.924,19.133,378492800
2014-01-14,19.222,19.526,19.202,19.514,332561600
2014-01-15,19.769,20.007,19.702,19.906,391638800
2014-01-16,19.818,19.888,19.703,19.795,229278000
2014-01-17,19.696,19.717,19.282,19.31,426739600
2014-01-21,19.321,19.645,19.301,19.61,328526800
2014-01-22,19.675,19.903,19.565,19.697,379985200
2014-01-23,19.641,19.875,19.458,19.864,403239200
2014-01-24,19.786,19.844,19.455,19.503,429354800
2014-01-27,19.645,19.814,19.491,19.661,554878800
2014-01-28,18.17,18.393,17.931,18.089,1065523200
2014-01-29,17.998,18.12,17.808,17.884,502810000
2014-01-30,17.948,18.089,17.739,17.849,678501600
2014-01-31,17.685,17.912,17.627,17.879,464797200
2014-02-03,17.95,18.133,17.832,17.912,401464000
2014-02-04,18.066,18.195,17.956,18.171,376681200
2014-02-05,18.091,18.403,18.08,18.307,328344800
2014-02-06,18.216,18.339,18.136,18.304,257765200
2014-02-07,18.621,18.676,18.478,18.56,370280400
2014-02-10,18.524,19.0,18.5,18.892,345559200
2014-02-11,18.95,19.205,18.911,19.141,282256800
2014-02-12,19.177,19.27,19.044,19.14,308100800
2014-02-13,19.095,19.459,19.079,19.444,307398000
2014-02-14,19.374,19.499,19.329,19.428,272924400
2014-02-18,19.5,19.685,19.486,19.5,260251600
2014-02-19,19.455,19.532,19.084,19.192,313768000
2014-02-20,19.035,19.179,18.893,18.97,305858000
2014-02-21,19.028,19.092,18.736,18.759,278784800
2014-02-24,18.684,18.926,18.658,18.841,288909600
2014-02-25,18.906,18.913,18.607,18.645,231952000
2014-02-26,18.7,18.75,18.414,18.477,276217200
2014-02-27,18.469,18.885,18.43,18.845,301882000
2014-02-28,18.896,19.027,18.647,18.794,371968800
2014-03-03,18.694,18.952,18.672,18.849,238781200
2014-03-04,18.964,19.023,18.849,18.973,259140000
2014-03-05,18.961,19.098,18.897,19.013,200062800
2014-03-06,19.028,19.087,18.861,18.955,185488800
2014-03-07,18.968,18.999,18.788,18.944,220729600
2014-03-10,18.87,19.048,18.869,18.961,178584000
2014-03-11,19.123,19.241,19.021,19.146,279224400
2014-03-12,19.09,19.191,19.0,19.165,199326400
2014-03-13,19.194,19.274,18.899,18.952,257742800
2014-03-14,18.885,18.96,18.679,18.739,237199200
2014-03-17,18.846,18.927,18.78,18.812,199544800
2014-03-18,18.782,18.999,18.757,18.979,209647200
2014-03-19,19.009,19.151,18.893,18.974,224756000
2014-03-20,18.925,19.024,18.834,18.882,208398400
2014-03-21,18.997,19.062,18.798,19.031,374046400
2014-03-24,19.229,19.304,19.109,19.257,355700800
2014-03-25,19.339,19.491,19.271,19.464,282293200
2014-03-26,19.519,19.607,19.245,19.278,299768000
2014-03-27,19.286,19.339,19.111,19.195,222031600
2014-03-28,19.226,19.248,19.08,19.174,200564000
2014-03-31,19.258,19.315,19.14,19.169,168669200
2014-04-01,19.206,19.353,19.17,19.345,200760000
2014-04-02,19.371,19.41,19.295,19.377,180420800
2014-04-03,19.335,19.375,19.201,19.243,162344000
2014-04-04,19.279,19.286,18.949,18.994,275251200
2014-04-07,18.858,18.961,18.639,18.695,289850400
2014-04-08,18.757,18.79,18.525,18.694,243888400
2014-04-09,18.666,18.946,18.644,18.94,206169600
2014-04-10,18.953,19.009,18.685,18.696,239652000
2014-04-11,18.536,18.673,18.469,18.558,271717600
2014-04-14,18.639,18.649,18.472,18.631,205674000
2014-04-15,18.581,18.63,18.262,18.499,266490000
2014-04-16,18.502,18.61,18.362,18.536,214765600
2014-04-17,18.571,18.849,18.543,18.748,284334400
2014-04-21,18.762,19.005,18.713,18.97,182548800
2014-04-22,18.868,18.994,18.804,18.989,202563200
2014-04-23,18.895,18.969,18.73,18.741,394940000
2014-04-24,20.293,20.357,20.026,20.278,759911600
2014-04-25,20.162,20.428,20.141,20.426,390275200
2014-04-28,20.457,21.277,20.448,21.218,669485600
2014-04-29,21.205,21.285,21.054,21.155,337377600
2014-04-30,21.166,21.408,21.064,21.075,456640800
2014-05-01,21.143,21.243,20.941,21.124,244048000
2014-05-02,21.155,21.221,21.061,21.164,191514400
2014-05-05,21.076,21.464,21.071,21.463,287067200
2014-05-06,21.493,21.586,21.229,21.229,374564400
2014-05-07,21.259,21.332,20.99,21.155,282864400
2014-05-08,21.009,21.229,20.943,21.0,230297200
2014-05-09,20.876,20.938,20.726,20.912,291597600
2014-05-12,20.982,21.202,20.979,21.173,213208800
2014-05-13,21.143,21.234,21.096,21.206,159737200
2014-05-14,21.158,21.336,21.134,21.21,166404000
2014-05-15,21.239,21.307,21.001,21.029,230846000
2014-05-16,21.022,21.34,20.907,21.34,276256400
2014-05-19,21.352,21.69,21.333,21.593,317755200
2014-05-20,21.59,21.657,21.455,21.597,234836000
2014-05-21,21.565,21.668,21.502,21.654,196859600
2014-05-22,21.664,21.78,21.575,21.688,200760000
2014-05-23,21.688,21.955,21.66,21.933,232209600
2014-05-27,21.996,22.352,21.987,22.344,348866000
2014-05-28,22.358,22.494,22.278,22.286,315481600
2014-05-29,22.423,22.745,22.42,22.692,376474000
2014-05-30,22.785,23.006,22.461,22.607,564020800
2014-06-02,22.641,22.673,22.232,22.452,369350800
2014-06-03,22.445,22.812,22.438,22.769,292709200
2014-06-04,22.766,23.139,22.718,23.029,335482000
2014-06-05,23.079,23.192,22.95,23.12,303805600
