window_start,window_end,n_test_obs,accuracy,balanced_accuracy
2023-10-05,2024-04-01,122,0.4426229508196721,0.45238095238095233
2024-04-02,2024-09-24,122,0.4262295081967213,0.5177489177489177
2024-09-25,2025-03-21,122,0.47540983606557374,0.4637445887445888
2025-03-24,2025-09-16,122,0.4918032786885246,0.4640151515151515
2025-09-17,2026-03-12,122,0.5573770491803278,0.5612903225806452
2026-03-13,2026-09-04,122,0.5163934426229508,0.5471132897603486
2026-09-08,2026-09-10,3,0.3333333333333333,0.5
